id	pid	title	authors	venue	source	year
50|doi_dedup___::5737bf403e5752fb4e861539b7cc508c	10.1007/978-3-319-41938-1_15	A Content-Based Approach to Social Network Analysis: A Case Study on Research Communities,A Content-Based Approach to Social Network Analysis: A Case Study on Research Communities	Carlo Tasso,Maristella Agosti,Dante Degl'Innocenti,Marco Basaldella,Dario De Nart	\N	Crossref,Communications in Computer and Information Science ISBN: 9783319419374,IRCDL	2016-01-01
50|doi_________::c891c9e871a346c33a7593c6ce6f5049	10.33186/1027-3689-2022-7-92-115	The service-based model of educational organization’s library	D. A. Ivanchenko	Scientific and Technical Libraries	Crossref	2022-09-07
50|doi_dedup___::c2067b0f859a2abf3e78cc67b9c351dc	10.1504/ijwet.2013.059107	The aggregation of heterogeneous metadata in web-based cultural heritage collections: a case study,The aggregation of heterogeneous metadata in web-based cultural heritage collections: a case study	Fabio Vitali,Francesca Tomasi,Silvio Peroni	International Journal of Web Engineering and Technology	Crossref	2013-01-01
50|doi_________::1e2d5878f0e32305d0dadae871bc021e	10.1109/iccmc51019.2021.9418451	Comparative Study of Different Image Captioning Models,Comparative Study of Different Image Captioning Models	Sahil Takkar,Piyush Adlakha,Anshul Jain	2021 5th International Conference on Computing Methodologies and Communication (ICCMC)	Crossref	2021-04-08
50|doi_________::b178ff87acc57b7701ef6c66599a9035	10.1007/978-3-642-45324-3_5	Judaica Europeana: Jewish Semantics in the Linked Data Semantic Web,Judaica Europeana: Jewish Semantics in the Linked Data Semantic Web	Dov Winer	\N	Crossref,Language, Culture, Computation. Computing of the Humanities, Law, and Narratives ISBN: 9783642453236,Language, Culture, Computation (2)	2014-01-01
50|doi_dedup___::91b55332428e40e07755b58eaa5b0e54	10.1007/s10791-012-9189-9	Conversation retrieval for microblogging sites,Conversation retrieval for microblogging sites	Danilo Montesi,Luca Rossi,Matteo Magnani	Information Retrieval	Crossref,Magnani , M , Montesi , D & Rossi , L 2012 , ' Conversation Retrieval from Microblogging Sites ' , Information Retrieval , vol. 15 , no. 3-4 , pp. 354-372 . https://doi.org/10.1007/s10791-012-9189-9	2012-02-14
50|doi_dedup___::b4d1207a7643ce3aa4199c8baf357856	10.1007/978-3-030-68796-0_36,10.48550/arxiv.2102.03942,2102.03942	Iconographic Image Captioning for Artworks.,Iconographic Image Captioning for Artworks	Eva Cetinic	\N	Crossref,Pattern Recognition. ICPR International Workshops and Challenges ISBN: 9783030687953,ICPR Workshops (3)	2021-01-01
50|doi_________::cad88f3ea2e0169d6da260bf7117685c	10.13133/978-88-98533-27-5	Digital Humanities. Progetti italiani ed esperienze di convergenza multidisciplinare	Ciotti, Fabio	\N		2014-01-01
50|doi_dedup___::f50370dd7d48eb5526c95b69b0beda4d	10.1016/j.cor.2021.105495	A new fast and accurate heuristic for the Automatic Scene Detection Problem,A new fast and accurate heuristic for the Automatic Scene Detection Problem	Raffaele Pesenti,Roberto Ronco,Daniele Catanzaro	Computers &amp; Operations Research	Crossref	2021-12-01
50|doi_dedup___::5b9bab11e6154765007e098cf0312dc8	10.3390/info13080359,11380/1284246	About Challenges in Data Analytics and Machine Learning for Social Good	Riccardo Martoglia,Manuela Montangero	Information	Crossref,Information; Volume 13; Issue 8; Pages: 359	2022-07-27
50|doi_________::9c4c279d52b77b50c1a77923560e5c00	10.1007/978-3-319-43997-6_22	Data Integration for the Arts and Humanities: A Language Theoretical Concept,Data Integration for the Arts and Humanities: A Language Theoretical Concept	Andreas Henrich,Tobias Gradl	\N	Crossref,Research and Advanced Technology for Digital Libraries ISBN: 9783319439969,TPDL	2016-01-01
50|doi_dedup___::d740b20356b4930e451fb11743dc6254	10.3897/bdj.3.e5464,26312054,PMC4549646	A Preliminary Investigation of Reversing RML: From an RDF dataset to its Column-Based data source.,A Preliminary Investigation of Reversing RML: From an RDF dataset to its Column-Based data source	Carlo Allocca,Alexandros Gougousis	Biodiversity Data Journal	Crossref,Biodiversity Data Journal, Vol 3, Pp 1-19 (2015)	2015-07-29
50|doi_________::3aa7aa826bcd5589d3b6d759ee10602a	10.1109/ettlis.2018.8485215	Potential Roles and Applications of Thesauri in Digital Information Retrieval Systems,Potential Roles and Applications of Thesauri in Digital Information Retrieval Systems	Sanjeev K Sunny,Mallikarjun Angadi	2018 5th International Symposium on Emerging Trends and Technologies in Libraries and Information Services (ETTLIS)	Crossref	2018-02-01
50|doi_________::3bc839735992335051f5c556743ecf2a	10.1007/978-3-319-61461-8_5	A Statistical Approach to Speaker Identification in Forensic Phonetics,A Statistical Approach to Speaker Identification in Forensic Phonetics	Stefano Delfino,Stefano Ferilli,Gianpaolo Zambonini,Massimo Gneo,Giovanni Tessitore,Fabio Leuzzi,Claudio Fusco	\N	Crossref,New Frontiers in Mining Complex Patterns ISBN: 9783319614601,NFMCP@PKDD/ECML	2017-01-01
50|doi_________::80e68cfd0df5fa5f3cb8426a41dd152e	10.1080/10572317.2019.1669935	The Project BIBLIO – Boosting Digital Skills and Competencies for Librarians in Europe: An Innovative Training Model for Creating Digital Librarian,The Project <i>BIBLIO</i> – Boosting Digital Skills and Competencies for Librarians in Europe: An Innovative Training Model for Creating Digital Librarian	Altheo Valentini,Nicola Barbuti,Sara Di Giorgio	International Information &amp; Library Review	Crossref	2019-10-02
50|doi_dedup___::d0303c1277bf1d0cea41a6f2718587c7	10.1007/s13735-022-00238-5,35646509,PMC9125556	How can users’ comments posted on social media videos be a source of effective tags?	Mehdi Ellouze	International Journal of Multimedia Information Retrieval	Crossref	2022-05-23
50|doi_dedup___::454ebbbcafef2196f57241e2b1f9df46	10.4018/978-1-5225-2255-3.ch455	Mission, Tools, and Ongoing Developments in the So.Re.Com. “A.S. de Rosa” @-library,Mission, Tools, and Ongoing Developments in the So.Re.Com. “A.S. de Rosa” @-library	Annamaria Silvana de Rosa	\N	Crossref	2018-01-01
50|doi_________::7449e88dbf3e391bad3669a6b21ac42d	10.1109/icsec53205.2021.9684654	Thai Name Gender Classification using Deep Learning	Chattarin Horhirunkul,Sangsuree Vasupongayya,Suthon Sae-wong,Seksun Suwanmanee,Touchai Angchuan	2021 25th International Computer Science and Engineering Conference (ICSEC)	Crossref	2021-11-18
50|doi_dedup___::104c773f74b97888dcc3a0b6debae98e	10.26434/chemrxiv.12195318.v1,10.26434/chemrxiv.12195318,10.1002/anie.202007702,10.5445/ir/1000125465,32785962,PMC7756630	The Repository Chemotion: Infrastructure for Sustainable Research in Chemistry**,The Repository Chemotion: Infrastructure for Sustainable Research in Chemistry	Chia-Lin Lin,Yu-Chieh Huang,Achim Streit,An Nguyen,Nicole Jung,Bernhard Neumair,Felix Bach,Pierre Tremouilhac,Pei-Chi Huang,Stefan Bräse,Robert Ulrich	\N	Crossref,Angewandte Chemie / International edition, 59 (50), 22771-22778,ISSN: 0044-8249, 0570-0833, 1433-7851, 1521-3757, 1521-3773	2020-04-27
50|doi_________::a5f0986fbfc74a7add44a9dbf06a4966	10.1007/978-3-642-35834-0_15	Uncertain (Multi)Graphs for Personalization Services in Digital Libraries,Uncertain (Multi)Graphs for Personalization Services in Digital Libraries	Nicola Di Mauro,Floriana Esposito,Claudio Taranto	\N	Crossref,Communications in Computer and Information Science ISBN: 9783642358333,IRCDL	2013-01-01
50|doi_________::2a19d2e988e4eb4150393c990d4adb7d	10.1109/35021bigcomp.2015.7072809	Architectures for complex semantic models,Architectures for complex semantic models	Yoonmi Chu,Robert B. Allen	2015 International Conference on Big Data and Smart Computing (BIGCOMP)	Crossref,BigComp	2015-02-01
50|doi_dedup___::b425fda3d1da43309bd532fd785db672	10.1002/asi.24532,35873356,PMC9290520	A bridge too far for artificial intelligence?: Automatic classification of stanzas in Spanish poetry,A bridge too far for artificial intelligence?: Automatic classification of stanzas in Spanish poetry	Salvador Ros,Mirella De Sisto,Álvaro Pérez Pozo,Javier Rivera De la Rosa,Laura Hernández,Elena González-Blanco	Journal of the Association for Information Science and Technology	Crossref,Journal of the Association for Information Science and Technology	2021-06-14
50|doi_dedup___::05a7845011161ac96ac0bee6081d95c9	10.1007/978-3-030-23204-7_1	Towards the Identification of Propaedeutic Relations in Textbooks,Towards the Identification of Propaedeutic Relations in Textbooks	Chiara Alzetta,Samuele Passalacqua,Ilaria Torre,Giovanni Adorni,Frosina Koceva	\N	Crossref,Lecture Notes in Computer Science ISBN: 9783030232030,AIED (1)	2019-01-01
50|doi_________::73819486c797090eb8f31e07e13ea123	10.1002/asi.24498	Workflow models for aggregating cultural heritage data on the web: A systematic literature review,Workflow models for aggregating cultural heritage data on the web: A systematic literature review	Joyce Siqueira,Dalton Lopes Martins	Journal of the Association for Information Science and Technology	Crossref	2021-05-21
50|doi_________::0aaaefc1935fe322c23e892db9c02508	10.1145/2933242.2935867	a comparison,Faceted search on coordinated tablets and tabletop: a comparison,Faceted search on coordinated tablets and tabletop	Sven Charleer,Erik Duval,Tinne De Laet,Katrien Verbert,Joris Klerkx	Proceedings of the 8th ACM SIGCHI Symposium on Engineering Interactive Computing Systems	Crossref,EICS	2016-06-21
50|doi_dedup___::8b24000a9b016af6dd2b8d8d5fcdcacd	10.1002/9781394163410.ch11	Community‐Driven Open Reference for Research Data Repositories (COREF) – A Project for Further Development of             <i>re3data</i>	Schöpfel, J.,Weisweiler, N.,Kloska, G.	Research Data Sharing and Valorization	Crossref,Research Data Sharing and Valorization : Developments, Tendencies, Models	2022-08-12
50|doi_dedup___::ca4e0a74d6c434f012f881af229c9895	10.1145/2494266.2494288	the CULTURA approach,Interacting with digital cultural heritage collections via annotations: the CULTURA approach,Interacting with digital cultural heritage collections via annotations	Maristella Agosti,Gary Munnelly,Nicola Ferro,Cormac Hampson,Owen Conlan	Proceedings of the 2013 ACM symposium on Document engineering	Crossref,ACM Symposium on Document Engineering	2013-09-10
50|doi_dedup___::36f3b067ce16c1dc9ace1329f515a8ab	10.1016/j.procs.2014.10.018	A Novel Model-based Dewarping Technique for Advanced Digital Library Systems,A Novel Model-based Dewarping Technique for Advanced Digital Library Systems	Domenico Redavid,Alessandro Pugliese,Silvestro Pomes,Stefano Ferilli	Procedia Computer Science	Crossref,IRCDL	2014-01-01
50|doi_________::0807587d7f4e3ee0b118542bc8061027	10.1109/icdar.2013.180	Finding Critical Cells in Web Tables with SRL: Trying to Uncover the Devil's Tease,Finding Critical Cells in Web Tables with SRL: Trying to Uncover the Devil's Tease	Stefano Ferilli,Nicola Di Mauro,Floriana Esposito	2013 12th International Conference on Document Analysis and Recognition	Crossref,ICDAR	2013-08-01
50|doi_dedup___::d7f2117d3e34cddf2954a2775b63b6a4	10.2478/jdis-2022-0008,10.48550/arxiv.2112.02570,2112.02570	Extracting and Measuring Uncertain Biomedical Knowledge from Scientific Statements	Xin Guo,Yuming Chen,Jian Du,Erdan Dong	Journal of Data and Information Science	Crossref	2022-04-01
50|doi_________::112552f2ead4c5eec53273383efed29d	10.1109/nbis.2015.73	Reliable Cluster on Uncertain Multigraph,Reliable Cluster on Uncertain Multigraph	Pruet Boonma,Juggapong Natwichai	2015 18th International Conference on Network-Based Information Systems	Crossref,NBiS	2015-09-01
50|doi_dedup___::35332afe56f90a5d00d57405826a6182	10.5772/intechopen.76377	The Impact on Citation Analysis Based on Ontology and Linked Data,The Impact on Citation Analysis Based on Ontology and Linked Data	Ming Xiao,Zeshun Shi,Shanshan Wang	\N	Crossref,Scientometrics	2018-07-18
50|doi_________::989bbfd2ee3e591153fdc2ace935f3f4	10.1504/ijmso.2014.060342	Metadata-enhanced exploration of digital cultural collections,Metadata-enhanced exploration of digital cultural collections	Eva-Catherine Hillemann,Séamus Lawless,Owen Conlan,Christina Steiner,Eoin Bailey,Cormac Hampson	International Journal of Metadata, Semantics and Ontologies	Crossref	2014-01-01
50|doi_________::0365bc42aafc1442d9b7978c73057df7	10.1016/j.knosys.2018.12.017	Unsupervised word-level affect analysis and propagation in a lexical knowledge graph,Unsupervised word-level affect analysis and propagation in a lexical knowledge graph	William I. Grosky,Mireille Fares,Angela Moufarrej,Joe Tekli,Eliane Jreij	Knowledge-Based Systems	Crossref	2019-02-01
50|doi_________::0ab6045aa34885df2d2c8803ee5bf38a	10.1109/bigdatacongress.2019.00028	dpSmart: A Flexible Group Based Recommendation Framework for Digital Repository Systems,dpSmart: A Flexible Group Based Recommendation Framework for Digital Repository Systems	Liting Hu,Pinchao Liu,Hailu Xu,Qingyang Wang,Boyuan Guan,Zhaohui Fu	2019 IEEE International Congress on Big Data (BigDataCongress)	Crossref,BigData Congress	2019-07-01
50|doi_________::5d871b39c948d9fc0f055d12b2095167	10.1016/j.csl.2020.101116	TOP-Rank: A TopicalPostionRank for Extraction and Classification of Keyphrases in Text,TOP-Rank: A TopicalPostionRank for Extraction and Classification of Keyphrases in Text	Mubashar Nazar Awan,Mirza Omer Beg	Computer Speech &amp; Language	Crossref	2021-01-01
50|doi_dedup___::3d21b09ef291a8e81e0b22c9e32b8ac6	10.3233/sw-2012-0083	A curated and evolving linguistic linked dataset,A curated and evolving linguistic linked dataset	Giorgio Maria Di Nunzio,Emanuele Di Buccio,Gianmaria Silvello	Semantic Web	Crossref	2013-01-01
50|doi_dedup___::d4651905f4eaae4ad7890026543d9f8a	10.3390/heritage4010021	A Stochastic View of Varying Styles in Art Paintings,A Stochastic View of Varying Styles in Art Paintings	Demetris Koutsoyiannis,Panayiotis Dimitriadis,G.-Fivos Sargentis,Theano Iliopoulou	Heritage	Crossref,Heritage, Vol 4, Iss 21, Pp 333-348 (2021),Heritage,Volume 4,Issue 1,Pages 21-348	2021-02-11
50|doi_________::702741507c3d7fca83724ca9ac939d62	10.1130/2022.2558(10)	Revealing Earth science code and data-use practices using the Throughput Graph Database	Andrea K. Thomer*,Morgan F. Wofford*,Michael C. Lenard*,Socorro Dominguez Vidana*,Simon J. Goring*	\N	Crossref,Recent Advancement in Geoinformatics and Data Science ISBN: 9780813725581	2023-03-22
50|doi_________::666fc4e607c33d6f90981f380c4a2ece	10.1007/978-3-030-03667-6_29	A Random Walk Model for Entity Relatedness,A Random Walk Model for Entity Relatedness	Pablo Torres-Tramón,Conor Hayes	\N	Crossref,Lecture Notes in Computer Science ISBN: 9783030036669,EKAW	2018-01-01
50|doi_dedup___::f7898e4fa2b00b8e072e7674c3ce84e4	10.1051/epjconf/201818607002	Polvere di stelle The Italian platform for data-sharing and data-preserving of modern and ancient astronomical resources,Polvere di stelle The Italian platform for data-sharing and data-preserving of modern and ancient astronomical resources	Mauro Gargano,Antonella Gasperini,Luisa Schiavone,Francesca Brunetti	EPJ Web of Conferences	Crossref,EPJ Web of Conferences, Vol 186, p 07002 (2018)	2018-01-01
50|doi_________::bb7aac66f2c369eeee65092b485807e1	10.1109/iscv49265.2020.9204187	Towards a semantic recommender system for cultural objects: Case study Draa-Tafilalet region,Towards a semantic recommender system for cultural objects: Case study Draa-Tafilalet region	Fouad Nafis,Badraddine Aghoutane,Khalid Al Fararni,Ali Yahyaouy	2020 International Conference on Intelligent Systems and Computer Vision (ISCV)	Crossref	2020-06-01
50|doi_dedup___::1ccf5c97e7e79c6af281a4a465071ffb	10.1504/ijmso.2014.060341	Coping with interoperability and sustainability in cultural heritage aggregative data infrastructures,Coping with interoperability and sustainability in cultural heritage aggregative data infrastructures	Franco Zoppi,Paolo Manghi,Alessia Bardi	International Journal of Metadata, Semantics and Ontologies	Crossref,International journal of metadata, semantics and ontologies (Print) 9 (2014): 138–154. doi:10.1504/IJMSO.2014.060341,info:cnr-pdr/source/autori:Bardi A.; Manghi P.; Zoppi F./titolo:Coping with interoperability and sustainability in cultural heritage aggregative data infrastructures/doi:10.1504%2FIJMSO.2014.060341/rivista:International journal of metadata, semantics and ontologies (Print)/anno:2014/pagina_da:138/pagina_a:154/intervallo_pagine:138–154/volume:9,In: International Journal of Metadata, Semantics and Ontologies, vol. 9 (2) pp. 138 - 154. Inderscience Publishers, 2014.,PUblication MAnagement	2014-01-01
50|doi_________::07c374f9b7544f0f848cebd2620986d2	10.1109/bigcom53800.2021.00003	Keyword Extraction Based on Semantic Similarity Metric and Multi-Feature Computing,Keyword Extraction Based on Semantic Similarity Metric and Multi-Feature Computing	Xin Sun,Shuhang Lin,Tie Feng,Hui Kang	2021 7th International Conference on Big Data Computing and Communications (BigCom)	Crossref,BigCom	2021-08-01
50|doi_________::a98bc5bb5cd373bd41503fc6cc0fd4be	10.3390/biochem1020007	The Treasury Chest of Text Mining: Piling Available Resources for Powerful Biomedical Text Mining,The Treasury Chest of Text Mining: Piling Available Resources for Powerful Biomedical Text Mining	Nadia Pereira,Manuel Pires,Nícia Rosário-Ferreira,Irina S. Moreira,Victor Guimarães,Vítor Costa,Catarina Marques-Pereira,Daniel Ramalhão	BioChem	Crossref	2021-07-27
50|doi_dedup___::0c788ad93cf330aebb52a302b8a53fb5	10.1145/2802612.2802632	Guided Tours Across a Collection of Historical Digital Images,Guided Tours Across a Collection of Historical Digital Images	Chiara Ponchia,Maristella Agosti,Nicola Orio	Proceedings of the Third AIUCD Annual Conference on Humanities and Their Methods in the Digital Ecosystem	Crossref,AIUCD	2014-09-18
50|doi_dedup___::b99ebb4e4734974132028a099df22438	10.2196/25440,10.18154/rwth-conv-250612,35014967,PMC8790684	Understanding the Nature of Metadata – A Systematic Review (Preprint),Understanding the Nature of Metadata: Systematic Review	Julian Varghese,Hannes Ulrich,Noemi Deppenwiese,Jori Kern,Raphael W. Majeed,Mark R Stöhr,Josef Ingenerf,Martin Dugas,Jürgen Stausberg,Martin Lablans,Robert Gött,Ann-Kristin Kock-Schoppenhauer	Journal of Medical Internet Research	Crossref,Journal of medical internet research : JMIR 24(1), e25440 (2022). doi:10.2196/25440	2022-01-11
50|doi_________::1a8e0f6c9c8e62528ffd7ee16d8b4aa5	10.3390/app13169425	TruMuzic: A Deep Learning and Data Provenance-Based Approach to Evaluating the Authenticity of Music	Kuldeep Gurjar,Yang-Sae Moon,Tamer Abuhmed	Applied Sciences	Crossref	2023-08-19
50|doi_________::acf5845af2c31402d4e150fb3a225d6f	10.1109/bigdataservice49289.2020.00019	Distant Supervision for Keyphrase Extraction using Search Queries,Distant Supervision for Keyphrase Extraction using Search Queries	Rami Cohen,Alex Zhicharevich,Oren Sar Shalom,Hezi Resheff	2020 IEEE Sixth International Conference on Big Data Computing Service and Applications (BigDataService)	Crossref,BigDataService	2020-08-01
50|doi_________::2a69f69a600f0ddea4e8dcd107e4ab1c	10.1109/ijcnn48605.2020.9206974	Crowd Counting from Unmanned Aerial Vehicles with Fully-Convolutional Neural Networks,Crowd Counting from Unmanned Aerial Vehicles with Fully-Convolutional Neural Networks	Corrado Mencar,Gennaro Vessio,Ciro Castiello,Giovanna Castellano	2020 International Joint Conference on Neural Networks (IJCNN)	Crossref,IJCNN	2020-07-01
50|doi_________::807068b171883ac68181e45b2f5c6c1f	10.6092/issn.2283-9364/6109	Digital Humanities e Library and Information Science. Through the lens of knowledge organization,Digital Humanities e Library and Information Science. Attraverso le lenti dell’organizzazione della conoscenza	Daquino, Marilena,Tomasi, Francesca	\N		2016-05-04
50|doi_________::4d456dbb43df7ab86c89ee4f4b3b16a4	10.7202/1042309ar	Étapes pour le développement d’un projet de données ouvertes et liées en bibliothèque,Étapes pour le développement d’un projet de données ouvertes et liées en bibliothèque	Marielle St-Germain	Documentation et bibliothèques	Crossref	2017-12-05
50|doi_________::d6a5807320350ae8ce672af917f182cf	10.1109/ic3e50159.2020.9288387	Methods for Automatically Generating the Repository of Latent Teaching Materials Considering the Mixed Levels of Standards-Compliance,Methods for Automatically Generating the Repository of Latent Teaching Materials Considering the Mixed Levels of Standards-Compliance	Shoichi Nakamura,Taiga Kumada,Youzou Miyadera,Hiroki Nakayama,Ryo Onuma,Hiroaki Kaminaga	2020 IEEE Conference on e-Learning, e-Management and e-Services (IC3e)	Crossref	2020-11-17
50|doi_dedup___::acdefaa2080cf39bcb476766c05a8888	10.5194/isprs-archives-xlii-2-w11-91-2019	MANAGING CULTURAL HERITAGE WITH INTEGRATED SERVICES PLATFORM,MANAGING CULTURAL HERITAGE WITH INTEGRATED SERVICES PLATFORM	Silvia Bertacchi,Fabrizio Ivan Apollonio,Marco Gaiani	The International Archives of the Photogrammetry, Remote Sensing and Spatial Information Sciences	Crossref,The International Archives of the Photogrammetry, Remote Sensing and Spatial Information Sciences, Vol XLII-2-W11, Pp 91-98 (2019),eISSN: 2194-9034	2019-05-04
50|doi_dedup___::d779a164f268580309bc85fecaee7339	10.1016/j.procs.2014.10.007	CULTURA Outcomes for Improving the User's Engagement with Cultural Heritage Collections☆,CULTURA Outcomes for Improving the User's Engagement with Cultural Heritage Collections	Maristella Agosti,Nicola Ferro,Nicola Orio,Chiara Ponchia	Procedia Computer Science	Crossref,IRCDL	2014-01-01
50|doi_dedup___::09374a1d6dfb2a81f695c7ab1c0b63f1	10.3390/ijms231911539,36232840,PMC9570286	Deep Learning Approaches for Detection of Breast Adenocarcinoma Causing Carcinogenic Mutations	Yaser Khan,Asghar Ali shah,Fahad Alturise,Tamim Alkhalifah	International Journal of Molecular Sciences	Crossref,International Journal of Molecular Sciences; Volume 23; Issue 19; Pages: 11539	2022-09-29
50|doi_dedup___::7dcb16804bc5892aec6c4e3e9a059e45	10.1007/978-3-319-56300-8_8	An Ontology to Make the DELOS Reference Model and the 5S Model Interoperable,An Ontology to Make the DELOS Reference Model and the 5S Model Interoperable	Gianmaria Silvello,Maristella Agosti,Nicola Ferro	\N	Crossref,Communications in Computer and Information Science ISBN: 9783319562995,IRCDL	2017-01-01
50|doi_dedup___::baf41212d54975008a04e1b0c4a920a9	10.1109/tip.2019.2946979,31634837,11380/1181437	Spaghetti Labeling: Directed Acyclic Graphs for Block-Based Connected Components Labeling,Spaghetti Labeling: Directed Acyclic Graphs for Block-Based Connected Components Labeling	Costantino Grana,Lorenzo Baraldi,Stefano Allegretti,Federico Bolelli	IEEE Transactions on Image Processing	Crossref	2020-01-01
50|doi_dedup___::b4630c78b6afad4974c119911e6c6f26	10.1145/3524458.3547268,11380/1288693	On Designing a Time Sensitive Interaction Graph to Identify Twitter Opinion Leaders	Marco Furini,Luca Mariotti,Riccardo Martoglia,Manuela Montangero	Proceedings of the 2022 ACM Conference on Information Technology for Social Good	Crossref	2022-09-07
50|doi_________::0963d2b2f3401f7ca6f07f997e61b9e8	10.1007/978-3-030-72308-8_3	A Natural Language Generation Technique for Automated Psychotherapy,A Natural Language Generation Technique for Automated Psychotherapy	Pyara Dhillon,Beena Kishore,Graham Mann	\N	Crossref,Lecture Notes in Computer Science ISBN: 9783030723071,GKR	2021-01-01
50|doi_dedup___::d1b1352431e22798582c6ee618f98948	10.4000/books.aaccademia.3028	PRET: Prerequisite-Enriched Terminology. A Case Study on Educational Texts,PRET: Prerequisite-Enriched Terminology. A Case Study on Educational Texts	Forsina Koceva,Chiara Alzetta,Giovanni Adorni,Ilaria Torre,Samuele Passalacqua	\N	Crossref,Proceedings of the Fifth Italian Conference on Computational Linguistics CLiC-it 2018 ISBN: 9788831978682,CLiC-it	2018-01-01
50|doi_dedup___::6a0810c1a5471c00892e2832807b1f0a	10.1007/978-3-031-10464-0_43	A Survey of Artificial Intelligence Techniques for User Perceptions’ Extraction from Social Media Data	Shaikh, Sarang,Yayilgan, Yildirim Sule,Zoto, Erjon,Abomhara, Mohamed	\N	Crossref,Lecture Notes in Networks and Systems ISBN: 9783031104633	2022-01-01
50|doi_dedup___::6f2db8664547830209c39f1c61ba7f32	10.25100/cm.v47i3.2626,27821891,PMC5091270	How to organize science and technology information in Latin America,How to organize science and technology information in Latin America?	Mauricio Palacios	Colombia Medica	Crossref,Europe PubMed Central	2016-01-01
50|doi_________::ab4c24b53167f9d1cde9dce8eca0cd75	10.2196/preprints.25440	Understanding the Nature of Metadata: Systematic Review (Preprint)	Hannes Ulrich,Ann-Kristin Kock-Schoppenhauer,Noemi Deppenwiese,Robert Gött,Jori Kern,Martin Lablans,Raphael W Majeed,Mark R Stöhr,Jürgen Stausberg,Julian Varghese,Martin Dugas,Josef Ingenerf	\N	Crossref	2020-11-02
50|doi_________::2f63ddb8fe8ddfc7f69ff7d9f0277991	10.1016/j.is.2021.101769	Detecting inorganic financial campaigns on Twitter,Detecting inorganic financial campaigns on Twitter	Maurizio Tesconi,Marco Avvenuti,Serena Tardelli,Serena Tardelli,Stefano Cresci	Information Systems	Crossref	2022-01-01
50|doi_________::b78ec46b9d39e38ece590a8bcfbb2f4e	10.1007/s10502-023-09408-8	Archivist in the machine: paradata for AI-based automation in the archives	Jeremy Davet,Babak Hamidzadeh,Patricia Franks	Archival Science	Crossref	2023-01-20
50|doi_________::5bad5c69181e5fc533ca7ede25241e36	10.1016/b978-0-12-417112-1.00001-6	Introduction to digital libraries,Introduction to digital libraries	Krystyna K. Matusiak,Iris Xie	\N	Crossref	2016-01-01
50|doi_dedup___::4cd282c43d7f4c8aba23e696ab9d30ef	10.3390/jimaging6100110,34460551,PMC8321201	Deep Learning for Historical Document Analysis and Recognition—A Survey,Deep Learning for Historical Document Analysis and Recognition—A Survey	Simone Marinai,Francesco Lombardi	Journal of Imaging	Crossref,Journal of Imaging, Vol 6, Iss 110, p 110 (2020),Journal of Imaging,Volume 6,Issue 10	2020-10-16
50|doi_________::4651eb48a8041855af0aff02caca65e7	10.1145/2629513	Discovering Novelty Patterns from the Ancient Christian Inscriptions of Rome,Discovering Novelty Patterns from the Ancient Christian Inscriptions of Rome	Michelangelo Ceci,Fabio Fumarola,Gianvito Pio,Donato Malerba,Antonio Enrico Felle	Journal on Computing and Cultural Heritage	Crossref	2014-09-15
50|doi_________::4de1b896de809b3d63455c23bbcdd28e	10.1109/icoco53166.2021.9673505	Methods for Diagnosing the Standards-Compliance Status of Latent Teaching Materials	Shoichi Nakamura,Takuya Kobari,Ryo Onuma,Hiroki Nakayama,Hiroaki Kaminaga,Youzou Miyadera	2021 IEEE International Conference on Computing (ICOCO)	Crossref	2021-11-17
50|doi_________::f6524defac336517d5b6f19fc219d045	10.1145/3351556.3351583	A Framework for Predicting Community Behavior in Evolving Social Networks,A Framework for Predicting Community Behavior in Evolving Social Networks	Ioannis Milonas,Georgios Evangelidis,Georgia Koloniari,Nikolaos Sachpenderis	Proceedings of the 9th Balkan Conference on Informatics	Crossref,BCI	2019-09-26
50|doi_________::c042fdb2060ec207346aa93327a266e0	10.1007/978-3-030-11226-4_24	Keyphrase Extraction via an Attentive Model,Keyphrase Extraction via an Attentive Model	Massimo Comuzzo,Marco Passon,Giuseppe Serra,Carlo Tasso	\N	Crossref,Communications in Computer and Information Science ISBN: 9783030112257,IRCDL	2019-01-01
50|doi_________::d4aeaa37b9cc1172440786b81205c1b1	10.1007/978-3-319-69900-4_87	Concept-Based Approach for Research Paper Recommendation,Concept-Based Approach for Research Paper Recommendation	Dinesh Gopalani,Yogesh Kumar Meena,Ritu Sharma	\N	Crossref,Lecture Notes in Computer Science ISBN: 9783319698991,PReMI	2017-01-01
50|doi_dedup___::d902f7cb148a6d43238092eebe23fb16	10.1007/978-3-319-41938-1_4	A Semantic Model for Content Description in the Sapienza Digital Library,A Semantic Model for Content Description in the Sapienza Digital Library	Marco Schaerf,Angela Di Iorio	\N	Crossref,Communications in Computer and Information Science ISBN: 9783319419374,IRCDL	2016-01-01
50|doi_dedup___::6ff225770ca90ff1e3095657f19e80ed	10.1016/j.softx.2020.100516	SeMi: A SEmantic Modeling machIne to build Knowledge Graphs with graph neural networks,SeMi: A SEmantic Modeling machIne to build Knowledge Graphs with graph neural networks	Giuseppe Futia,Juan Carlos De Martin,Antonio Vetro	SoftwareX	Crossref,SoftwareX, Vol 12, Iss , Pp 100516- (2020)	2020-07-01
